file_a,file_b,score,text_a,text_b,start_a,end_a,start_b,end_b,len_a,len_b
poc/D2672 copy.txt,corpus/D1827.txt,55.0,sbyin sreg dang bzlas brjod kyi gsang sngags bsgrubs kyang dngos grub ma thob na,"sbyin sreg dang ni bzlas brjod kyis / /
gsang sngags bsgrags dang dngos grub ma thob na",152133,152213,44764,44851,80,87
poc/D2672 copy.txt,corpus/D1827.txt,52.2,'jim pa la ni mchod rten 'bum gdab pa'am/ yang na chu 'gram bye ma dag la gdab/ ces,"'jim pa la ni mchod rten 'bum btab bam / /
yang na chu 'gram bye ma dag la gdab / /
des",152373,152456,44856,44943,83,87
poc/D2672 copy.txt,corpus/D1827.txt,67.5,shig go/ / nad dang sdug bsngal lus nyams mi 'gyur ba/ /khyod la dad pa'i mis ni thob par 'gyur,"shing / /
nad dang sdug bsngal lus nyams mi 'gyur ba / /
khyod la dad pa'i mis ni thob par 'gyur",170781,170876,49939,50035,95,96
poc/D2672 copy.txt,corpus/D1829.txt,56.4,phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs,phung po dang khams dang skye mched dang gzung ba dang 'dzin pa rnams sngangs,39800,39881,1149,1226,81,77
poc/D2672 copy.txt,corpus/D1829.txt,47.9,khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs,"khams dang skye mched dang / /
gzung dang 'dzin pa rnam par spangs",39814,39881,31179,31245,67,66
poc/D2672 copy.txt,corpus/D1830.txt,48.7,te/ chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces,"te / /
chu khams gser dang nam mkha' ltar / /
dag pa bzhin du dag par 'dod / /
ces",39522,39598,15012,15094,76,82
poc/D2672 copy.txt,corpus/D1830.txt,88.80000000000001,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mn,"dngos po thams cad dang bral zhing phung po dang khams dang skye mched la sogs pa gzung ba dang /
'dzin pa rnam par spangs pa chos bdag med pa n",39768,39906,131249,131393,138,144
poc/D2672 copy.txt,corpus/D1830.txt,42.2,dang ba zhes bya ba ni sgrib pa rnam pa gnyis spangs pas gnas gyur zhes bya ba'i,"dan 'das zhes bya ba la ni sgrib pa rnam pa gnyis spangs pa'o / /
gcig pu zhes bya ba ni",81128,81208,122413,122501,80,88
poc/D2672 copy.txt,corpus/D1839.txt,51.2,chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi ngo bo nyid ces,"chos bdag med dang mnyam med pa / /
rang sems gdod nas ma skyes pa / /
stong pa nyid kyi ngo bo nyid / /
ces",39887,39993,63300,63408,106,108
poc/D2672 copy.txt,corpus/D1840.txt,86.49999999999999,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi,"dngos po kun dang rnam bral zhing /
phung po khams dang skye mched dang / /
gzung dang 'dzin pa rnam spangs pa / /
chos kun bdag med mnyam nyid las / /
rang sems gzod nas ma skyes pa / /
stong pa nyid kyi",39768,39977,467188,467392,209,204
poc/D2672 copy.txt,corpus/D1840.txt,43.0,kun nas nyon mongs pa dang rnam par byang ba thams cad,kun nas nyon mongs pa dang rnam par byang ba thams cad,80618,80672,492137,492191,54,54
poc/D2672 copy.txt,corpus/D1841.txt,43.4,ba/ /zhes bya ba ni/ 'jig rten pa dang 'jig rten las 'das pa,bya zhes bya ba ni 'jig rten pa dang 'jig rten las 'das pa,82002,82062,74216,74274,60,58
poc/D2672 copy.txt,corpus/D1841.txt,46.4,sbyar bar bstan to/ /srid pa gsum zhes bya ba ni 'dod pa dang gzugs dang gzugs med pa',s bya ba la sogs pa la srid gsum zhes bya ba ni 'dod pa dang gzugs dang gzugs med pa',139364,139450,53243,53328,86,85
poc/D2672 copy.txt,corpus/D1841.txt,45.0,a gsum zhes bya ba ni 'dod pa dang gzugs dang gzugs med pa,a gsum zhes bya ba ni 'dod pa dang gzugs dang gzugs med pa,139391,139449,89668,89726,58,58
poc/D2672 copy.txt,corpus/D1842.txt,102.6,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi ngo bo nyid ces,"dngos po kun dang rnam bral zhing / /
phung po khams dang skye mched dang / /
gzung dang 'dzin pa rnam spangs pa / /
chos bdag med dang mnyam pa nyid / /
rang sems gzod nas ma skyes pa / /
stong pa nyid kyi ngo bo nyid / /
ces",39768,39993,320665,320891,225,226
poc/D2672 copy.txt,corpus/D1842.txt,43.0,kun nas nyon mongs pa dang rnam par byang ba thams cad,"kun nas nyon mongs pa dang /
rnam par byang ba thams cad",80618,80672,316730,316786,54,56
poc/D2672 copy.txt,corpus/D1842.txt,40.1,a ni sangs rgyas dang byang chub sems dpa' rnams kyi,ang sangs rgyas dang byang chub sems dpa' rnams kyi,141846,141898,147200,147251,52,51
poc/D2672 copy.txt,corpus/D1843.txt,57.6,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa,dngos po thams cad dang bral ba phung po dang khams dang skye mched kyi mtshan nyid rnam par spangs pa,39768,39884,35941,36043,116,102
poc/D2672 copy.txt,corpus/D1843.txt,49.4,chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi,"chos bdag med pa'i mnyam pa nyid yin pas /
rang gi sems kyang gdod ma nas ma skyes pa stong pa nyid kyi",39887,39977,36113,36216,90,103
poc/D2672 copy.txt,corpus/D1844.txt,42.9,mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"mi rtag pa dang sdug bsngal dang /
stong pa dang /
bdag med pa",34317,34384,166112,166174,67,62
poc/D2672 copy.txt,corpus/D1844.txt,40.0,'grub par 'gyur/ /zhes bya ba la sogs pa gsungs pa'i,"'grub par 'gyur / /
zhes bya ba la sogs pa gsungs pa'i",152813,152865,352315,352369,52,54
poc/D2672 copy.txt,corpus/D1845.txt,42.4,ar 'gyur/ /zhes bya ba ni mi gnas pa'i mya ngan las 'das pa,ar gyur zhes bya ba ni mi gnas pa'i mya ngan las 'das pa,81701,81760,324302,324358,59,56
poc/D2672 copy.txt,corpus/D1845.txt,41.0,pa'i gangs zhes bya ba ni 'dod chags dang zhe sdang dang gti mug,pa'i longs spyod ces bya ba ni 'dod chags dang zhe sdang dang gti mug,151951,152015,133252,133321,64,69
poc/D2672 copy.txt,corpus/D1845.txt,40.0,es bya ba ni 'dod chags dang zhe sdang dang gti mug,es bya ba ni 'dod chags dang zhe sdang dang gti mug,167694,167745,133270,133321,51,51
poc/D2672 copy.txt,corpus/D1845.txt,41.900000000000006,yis brlabs pa zhes bya ba ni bshad ma thag pa'i 'jig rten pas so so nas byin gyis brlabs pa,yis brtags pa zhes bya ba ni bshad ma thag pa'i rnam pas sngags kyis byin gyis brlabs pa,168318,168409,74392,74480,91,88
poc/D2672 copy.txt,corpus/D1847.txt,66.0,phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa,phung po dang khams dang skye mched dang gzung ba dang 'dzin pa rnam par spangs pa,39800,39884,95922,96004,84,82
poc/D2672 copy.txt,corpus/D1847.txt,58.10000000000001,gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi ngo bo nyid,"gzung ba dang 'dzin pa nyid don dam par med pas so / /
des na chos bdag med pa mnyam pa nyid pas / /
rang gi sems thog ma nas skye ba med pa stong pa nyid kyi rang bzhin nyid",39843,39989,96974,97148,146,174
poc/D2672 copy.txt,corpus/D1847.txt,44.0,ar 'gyur/ /zhes bya ba ni mi gnas pa'i mya ngan las 'das pa,ar 'gyur zhes bya ba ni mi gnas pa'i mya ngan las 'das pa,81701,81760,661779,661836,59,57
poc/D2672 copy.txt,corpus/D1848.txt,54.0,chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces,"chu khams gser dang nam mkha' rnams / /
dag pa bzhin du dag par 'dod / /
ces",39526,39598,330821,330897,72,76
poc/D2672 copy.txt,corpus/D1848.txt,54.0,chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces,"chu khams gser dang nam mkha' rnams / /
dag pa bzhin du dag par 'dod / /
ces",39526,39598,82996,83072,72,76
poc/D2672 copy.txt,corpus/D1848.txt,44.50000000000001,chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces,"chu khams gser dang nam mkha' bzhin / /
dag pa bzhin du dag par 'dod / /
ces",39526,39598,130259,130335,72,76
poc/D2672 copy.txt,corpus/D1848.txt,99.8,thabs chen rnams dang ldan pa la/ /nyon mongs byang chub yan lag 'gyur/ /'khor ba'ang zhi ba'i bdag nyid de/ /de phyir de bzhin gshegs bsam yas,"thabs chen rnams dang ldan pa la / /
nyon mongs byang chub yan lag 'gyur / /
'khor ba zhi ba'i bdag nyid de / /
de phyir de bzhin gshegs bsam yas",81786,81929,254283,254428,143,145
poc/D2672 copy.txt,corpus/D1848.txt,43.0,a ni sangs rgyas dang byang chub sems dpa' rnams kyi s,a ni sangs rgyas dang byang chub sems dpa' rnams kyis,138149,138203,496732,496785,54,53
poc/D2672 copy.txt,corpus/D1848.txt,43.0,a ni sangs rgyas dang byang chub sems dpa' rnams kyis,a ni sangs rgyas dang byang chub sems dpa' rnams kyis,141846,141899,496732,496785,53,53
poc/D2672 copy.txt,corpus/D1851.txt,40.60000000000001,ni byang chub kyi sdom pa mnos pa ste/ smon pa byang chub kyi sems dang ldan pa'i,"ni byang chub kyi sems rnam pa lnga ste /
smon pa byang chub kyi sems dang /
'jug pa'i",126050,126131,279224,279310,81,86
poc/D2672 copy.txt,corpus/D1851.txt,51.4,es bya ba ni sangs rgyas dang byang chub sems dpa' rnams kyi spya,es bya ba ni sangs rgyas dang byang chub sems dpa' rnams kyis phya,138141,138206,663125,663191,65,66
poc/D2672 copy.txt,corpus/D1852.txt,42.0,zhes bya ba ni/ 'jig rten pa dang 'jig rten las 'das pa,"zhes bya ba ni /
'jig rten pa dang 'jig rten las 'das pa",82007,82062,313954,314010,55,56
poc/D2672 copy.txt,corpus/D1867.txt,44.1,a ni khong khro ba dang / nga rgyal dang / ma rig pa dang / lta ba,"ang /
khong khro ba dang /
nga rgyal dang /
ma rig pa dang /
lta ba",38133,38199,22582,22649,66,67
poc/D2672 copy.txt,corpus/D1867.txt,45.50000000000001,e/ chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces ji skad,"ed / /
chu khams gser dang nam mkha' bzhin / /
dag pa bzhin du dag par 'dod / /
ces bshad",39523,39606,79146,79235,83,89
poc/D2672 copy.txt,corpus/D1867.txt,89.4,gzugs ni dbu ba rdos pa 'dra/ /tshor ba chu yi chu bur bzhin/ /'du shes smig rgyu lta bu ste/ / 'du byed rnams ni chu shing 'dra/ /rnam shes sgyu ma lta bu'o zhes/ /nyi ma'i gnyen gyis bka' stsal to/ /zhes bshad,"gzugs ni dbu ba rdos pa 'dra / /
tshor ba chu bur dag dang mtshungs / /
'du shes smig rgyu 'dra ba ste / /
'du byed rnams ni chu shing bzhin / /
rnam shes sgyu ma lta bu'o zhes / /
de nyid gzigs pas bka' stsal to / /
zhes ji skad",87883,88094,122679,122908,211,229
poc/D2672 copy.txt,corpus/D1868.txt,87.10000000000001,gzugs ni dbu ba rdos pa 'dra/ /tshor ba chu yi chu bur bzhin/ /'du shes smig rgyu lta bu ste/ / 'du byed rnams ni chu shing 'dra/ /rnam shes sgyu ma lta bu,"gzugs ni dbu ba lta bur bshad / /
tshor ba chu yi chu bur 'dra / /
'du shes smig rgyu lta bu ste / /
'du byed rnams ni chu shing 'dra / /
rnam shes sgyu ma lta bu",87883,88038,133090,133252,155,162
poc/D2672 copy.txt,corpus/D1871.txt,41.0,zhes bya ba ni sangs rgyas dang byang chub sems dpa,zhes bya ba ni sangs rgyas dang byang chub sems dpa,1084,1135,123042,123093,51,51
poc/D2672 copy.txt,corpus/D1872.txt,45.9,nye bar len pa'i phung po lnga la zhen pa dang / lhag par chags pa',nye bar len pa'i phung po lnga zhen pa dang lhag par chags pa',38044,38111,92175,92237,67,62
poc/D2672 copy.txt,corpus/D1874.txt,116.80000000000001,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi ngo bo nyid ces gsungs,"dngos po thams cad dang bral ba / /
phung po khams dang skye ched dang / /
gzung dang 'dzin pa rnams par spang / /
chos bdag med pa mnyan nyid pas / /
rang sems gzod nas ma skyes pa / /
stong pa nyid kyi rang bzhin no / /
zhes gsungs",39768,40000,30268,30501,232,233
poc/D2672 copy.txt,corpus/D1885.txt,40.2,a ba ni sangs rgyas dang byang chub sems dpa' rnams kyi,a dang sangs rgyas dang byang chub sems dpa' rnams kyi,138146,138201,1162,1216,55,54
poc/D2672 copy.txt,corpus/D1885.txt,40.2,a ba ni sangs rgyas dang byang chub sems dpa' rnams kyi,a dang sangs rgyas dang byang chub sems dpa' rnams kyi,141843,141898,1162,1216,55,54
poc/D2672 copy.txt,corpus/D1895.txt,40.1,bya ba ni bca' ba dang bldag pa dang gzhibs pa dang btung ba da,"ba dang /
bca' ba dang /
bldag pa dang /
gzhib pa dang /
btung ba la",33838,33901,75685,75753,63,68
poc/D2672 copy.txt,corpus/D190.txt,44.79999999999999,ba dang / sems can thams cad dbugs dbyung ba dang / sems can thams cad yongs su mya ngan las 'da' ba dang / sems can thams cad t,"ba dang /
sems can thams cad kyi phung po'i khur khyer ba dang /
sems can thams cad yongs su smin par bya ba dang /
sdug bsngal thams cad rt",129922,130050,63089,63229,128,140
poc/D2672 copy.txt,corpus/D1909.txt,43.8,ni nye bar len pa'i phung po lnga la zhen pa dang / lhag par chags pa'o,ni nye bar len pa'i phung po la zhen pa dang lhag par chags pa'o,38041,38112,35084,35148,71,64
poc/D2672 copy.txt,corpus/D1915.txt,44.50000000000001,chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod/ /ces,"chu khams gser dang nam mkha' bzhin / /
dag pa bzhin du dag par 'dod / /
ces",39526,39598,38860,38936,72,76
poc/D2672 copy.txt,corpus/D1917.txt,42.6,khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bda,"khams dang skye mched dang / /
gzung dang 'dzin pa rnam spangs pa / /
zhes bya",39814,39895,50613,50691,81,78
poc/D2672 copy.txt,corpus/D1917.txt,44.300000000000004,a/ /zhes bya ba ni/ 'jig rten pa dang 'jig rten las 'das pa gnyis kas sgrub t,a zhes bya ba ni 'jig rten pa dang 'jig rten las 'das pa'i dngos grub t,82003,82080,94776,94847,77,71
poc/D2672 copy.txt,corpus/D1917.txt,43.5,i sangs rgyas dang byang chub sems dpa' rnams kyi spyan s,i sangs rgyas dang byang chub sems dpa' rnams kyis kyang s,138152,138209,153413,153471,57,58
poc/D2672 copy.txt,corpus/D1917.txt,41.2,s zhes bya ba ni sangs rgyas dang byang chub sems dpa' rnams kyis,shes can gyi sangs rgyas dang byang chub sems dpa' rnams kyis,141834,141899,153402,153463,65,61
poc/D2672 copy.txt,corpus/D1918.txt,41.0,zhes bya ba ni 'dod chags la sogs pa'i nyon mongs pa,zhes bya ba ni 'dod chags la sogs pa'i nyon mongs pa,38564,38616,33142,33194,52,52
poc/D2672 copy.txt,corpus/D1918.txt,41.0,zhes bya ba ni 'dod chags la sogs pa'i nyon mongs pa,zhes bya ba ni 'dod chags la sogs pa'i nyon mongs pa,38966,39018,33142,33194,52,52
poc/D2672 copy.txt,corpus/D1919.txt,44.0,srid pa'i rgya mtsho'i mthar ni yongs su bsgrags zhes,"srid pa'i rgya mtsho'i mthar ni yongs su bsgrags / /
zhes",38917,38970,181806,181863,53,57
poc/D2672 copy.txt,corpus/D1919.txt,41.1,'gro ba'i bsam pa rnams ni rtag tu rdzogs par bya/ /zhes,"'gro ba yi / /
bsam pa rnams ni rtag tu rdzogs par bya / /
zhes",49036,49092,78884,78947,56,63
poc/D2672 copy.txt,corpus/D1919.txt,57.0,ral gri be con lag na thogs pa yis/ /nyin par thog thag tu ni bsrung bar bya,"ral gri be con lag na thogs pa yis / /
nyin par thog thag tu ni bsrung bar bya",96882,96958,111523,111601,76,78
poc/D2672 copy.txt,corpus/D1919.txt,123.6,bu mos bkal pa'i skud pa ni/ /le brgan rtsi'am gur kur btsos/ /de ni bzlas brjod stong byas shing / /mdud pa dag ni bdun bor la/ /srod la rig sngags 'di yis ni/ /bdag gi rked par bcing bar bya,"bu mos bkal ba'i skud pa ni / /
le brgan rtsi'am gur gum btsos / /
de ni bzlas brjod stong byas shing / /
mdud pa dag ni bdun bor ba / /
srod la rig sngags 'di yis ni / /
bdag gi rked par gdags par bya",102865,103057,138301,138502,192,201
poc/D2672 copy.txt,corpus/D1919.txt,61.1,'byung bo'i zas dang lha bshos gtor ma dang / /gu lang mchod byas gtor ma mi bza'o,"'byung po'i zas dang lha bshos gtor ma dang / /
gu lang mchod byas gtor ma mi bza'o",128259,128341,161324,161407,82,83
poc/D2672 copy.txt,corpus/D1919.txt,64.4,'gro ba kun dang ji ltar mthun pa yi/ /gsang sngags gzugs kyi rjes su chags mdzad pa,"'gro ba kun dang ji ltar mthun pa yi / /
gsang sngags gzugs kyis rjes su chags mdzad pa",131690,131774,19655,19742,84,87
poc/D2672 copy.txt,corpus/D1919.txt,68.0,rgyal ba'i nyan thos rang sangs rgyas/ /de bzhin gshegs dang byang chub sems dpa' yis,"rgyal ba'i nyan thos rang sangs rgyas / /
de bzhin gshegs dang byang chub sems dpa' yis",155703,155788,17032,17119,85,87
poc/D2672 copy.txt,corpus/D1920.txt,55.0,thabs chen rnams dang ldan pa la/ /nyon mongs byang chub yan lag 'gyur,"thabs chen rnams dang ldan pa la / /
nyon mongs byang chub yan lag 'gyur",81786,81856,322150,322222,70,72
poc/D2672 copy.txt,corpus/D1920.txt,54.4,thabs chen rnams dang ldan pa la/ /nyon mongs byang chub yan lag 'gyur,"thabs chen rnams dang ldan pa las / /
nyon mongs byang chub yan lag 'gyur",81786,81856,202703,202776,70,73
poc/D2672 copy.txt,corpus/D1922.txt,40.0,lcags gsum gyi zhes bya ba ni gser dang dngul dang zangs rnams,"lcags gsum gyis dkri bar bya ba ni /
gser dang dngul dang zangs rnams",53718,53780,44037,44106,62,69
poc/D2672 copy.txt,corpus/D1978.txt,107.1,a phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi,"a phung po dang khams dang skye mched dang bral ba gzung ba dang 'dzin pa'i rnam pa spangs pa /
chos bdag med pa mnyam pa nyid rang gi sems gdod ma nas ma skyes pa /
stong pa nyid kyi",39798,39977,2850,3033,179,183
poc/D2672 copy.txt,corpus/D198.txt,41.1,a dang / sems can thams cad dbugs dbyung ba dang / sems can thams cad yongs su m,"a dang /
sems can thams cad la byams pas gnas pa dang /
sems can thams cad yongs su m",129923,130003,51082,51167,80,85
poc/D2672 copy.txt,corpus/D199.txt,48.0,mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34317,34384,6625,6692,67,67
poc/D2672 copy.txt,corpus/D2016.txt,41.1,a ni sangs rgyas dang byang chub sems dpa' rnams kyi s,"a'i sangs rgyas dang /
byang chub sems dpa' rnams kyis",138149,138203,1050,1104,54,54
poc/D2672 copy.txt,corpus/D2016.txt,41.1,a ni sangs rgyas dang byang chub sems dpa' rnams kyis,"a'i sangs rgyas dang /
byang chub sems dpa' rnams kyis",141846,141899,1050,1104,53,54
poc/D2672 copy.txt,corpus/D2090.txt,49.2,a ba ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"a yang mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34309,34384,79779,79853,75,74
poc/D2672 copy.txt,corpus/D2092.txt,50.9,ya ba ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"ya bzhi ni /
mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34308,34384,130998,131078,76,80
poc/D2672 copy.txt,corpus/D2098.txt,55.3,pa ste/ ji skad du/ thabs chen rnams dang ldan pa la/ /nyon mongs byang chub yan lag 'gyur,"pa ste /
de yang /
thabs chen rnams dang ldan pa la / /
nyon mongs byang chub yan lag 'gyur",81766,81856,108429,108520,90,91
poc/D2672 copy.txt,corpus/D2098.txt,47.4,sdom pa dang dge ba'i chos sdud pa dang / sems can gyi don byed pa'i tshul khrims,"sdom pa dang /
dge ba chos sdud pa dang /
sems can don byed pa ni tshul khrims",153567,153648,58775,58853,81,78
poc/D2672 copy.txt,corpus/D210.txt,49.2,a ba ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"a dang /
mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34309,34384,28337,28413,75,76
poc/D2672 copy.txt,corpus/D210.txt,42.9,zhes bya ba ni gti mug gi gnyen po ste/ 'di ltar ma rig pa'i rkyen gyis 'du byed rnams zhes bya,"zhe sdang dang /
gti mug gang yin pa 'di ni ma rig pa'i rkyen gyis 'du byed rnams zhes bya",45813,45908,15815,15905,95,90
poc/D2672 copy.txt,corpus/D210.txt,122.60000000000002,ma rig pa'i rkyen gyis 'du byed rnams zhes bya ba nas/ skye ba'i rkyen gyis rga shi zhes bya ba'i bar du'o/ /de bzhin du ma rig pa ma byung na 'du byed rnams kyang mi mngon/ skye ba ma byung na rga shi'i bar du yang mi mngon pa zhig na,"ma rig pa'i rkyen gyis 'du byed rnams zhes bya ba nas skye ba'i rkyen gyis rga shi zhes bya ba'i bar du'o / /
gal te ma rig pa ma byung na 'du byed rnams kyang mi mngon pa zhig /
de bzhin du skye ba ma byung du zin na rga shi'i bar du yang mi mngon pa zhig na",45862,46097,11189,11448,235,259
poc/D2672 copy.txt,corpus/D212.txt,67.7,chos gang rgyus byung de dag gi/ /rgyu dang de 'gag gang yin pa/ de bzhin gshegs pas bka' stsal te/ /de s,"chos gang rgyu byung de dag gi / /
rgyu dang de 'gog gang yin pa'ang / /
de bzhin gshegs pas bka' stsal te / /
dge s",19698,19803,1821,1937,105,116
poc/D2672 copy.txt,corpus/D2134.txt,42.800000000000004,a ba ni sangs rgyas dang byang chub sems dpa' rnams kyi spyan sngar gna,a dang sangs rgyas dang byang chub sems dpa' rnams kyis yongs su gang ba,138146,138217,22843,22915,71,72
poc/D2672 copy.txt,corpus/D2134.txt,41.2,a ba ni sangs rgyas dang byang chub sems dpa' rnams kyis,a dang sangs rgyas dang byang chub sems dpa' rnams kyis,141843,141899,22843,22898,56,55
poc/D2672 copy.txt,corpus/D2199.txt,45.099999999999994,po tshul khrims te/ /zhes bya ba ni sdom pa dang dge ba'i chos sdud pa dang / sems can gyi don byed pa'i tshul khrims rnams,"pa / /
tshul khrims rnam gsum sdom pa dang / /
dge ba'i chos ni sdud pa dang / /
sems can don byed tshul khrims rnams",153531,153654,10757,10874,123,117
poc/D2672 copy.txt,corpus/D2216.txt,66.10000000000001,a ni khong khro ba dang / nga rgyal dang / ma rig pa dang / lta ba dang / the tshom la sogs pa'i nyon mongs pa rn,"ang /
khong khro ba dang /
nga rgyal dang /
ma rig pa dang /
lta ba dang /
the tshom mo / /
nye ba'i nyon mongs pa n",38133,38246,60134,60250,113,116
poc/D2672 copy.txt,corpus/D2219.txt,40.0,a/ /byang chub sems zhes bshad pa yin/ /zhes gsungs te,"a / /
byang chub sems zhes bshad pa yin / /
zhes gsungs te",58794,58848,53680,53738,54,58
poc/D2672 copy.txt,corpus/D2226.txt,45.4,un brtags pa dang / gzhan gyi dbang dang / yongs su grub pa ste,"u brtags pa dang /
gzhan gyi dbang dang /
yongs su grub pa ste",80804,80867,30519,30581,63,62
poc/D2672 copy.txt,corpus/D224.txt,48.1,ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"ng mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34314,34384,6247,6317,70,70
poc/D2672 copy.txt,corpus/D224.txt,48.1,ni mi rtag pa dang / sdug bsngal ba dang / stong pa dang / bdag med pa,"ng /
mi rtag pa dang /
sdug bsngal ba dang /
stong pa dang /
bdag med pa",34314,34384,5970,6042,70,72
poc/D2672 copy.txt,corpus/D2240.txt,138.70000000000005,pags pa'i rim pa 'di/ /rang gi blo yis tha dad phye/ /sha yang rus pa'i dra ba las/ /shes rab mtshon gyis gung du phye/ /rus pa rnams kyang dbye byas nas/ /rkang gi bar du blta bya zhing / /'di la snying po ci yod ces/ /bdag nyid kyis ni brtag par gyis/ /zhes,"pags pa'i kha sbyor 'di / /
rang gi blo yis tha dad dbye / /
sha dang rus pa'i dra ba las / /
shes rab mtshon gyis dbye bar bya / /
rus pa rnams kyang dbye byas nas / /
rkang gi bar du dbye byas na / /
'di la snying po ci yod ces / /
bdag nyid kyis ni brtag par bgyi / /
zhes",43804,44063,2549,2824,259,275
poc/D2672 copy.txt,corpus/D2254.txt,41.900000000000006,e/ chu khams gser dang nam mkha' rnams/ /dag pa bzhin du dag par 'dod,"ed / /
chu khams gser dang nam mkha' bzhin / /
dag pa bzhin du dag par 'dod",39523,39592,8363,8438,69,75
poc/D2672 copy.txt,corpus/D2259.txt,110.80000000000003,dngos po thams cad dang bral ba phung po dang khams dang skye mched dang / gzung ba dang 'dzin pa rnam par spangs pa/ /chos bdag med pa mnyam pa nyid kyis rang gi sems gzod ma nas ma skyes pa stong pa nyid kyi,"dngos po thams cad dang bral ba / /
phung po khams dang skye mched dang / /
gzung dang 'dzin pa rnam spangs la / /
chos bdag med pa'i mnyam nyid las / /
rang sems gzod nas ma skyes pas / /
stong pa nyid kyi",39768,39977,31583,31789,209,206
poc/D2672 copy.txt,corpus/D228.txt,63.20000000000001,gzugs ni dbu ba rdos pa 'dra/ /tshor ba chu yi chu bur bzhin/ /'du shes smig rgyu lta bu ste/ / 'du byed rnams ni chu shing 'dra/ /rnam shes sgyu ma lta bu'o zhes/ /nyi ma'i gnyen gyis,"gzugs ni dbu ba rdos pa lta bu /
tshor ba ni chu'i chu bur lta bu /
'du shes ni smig rgyu lta bu /
'du byed ni shing chu skyes lta bu /
rnam par shes pa ni sgyu ma lta bu'o zhes nyi ma'i gnyen gyis",87883,88067,15410,15607,184,197
poc/D2672 copy.txt,corpus/D2293.txt,76.70000000000002,pags pa'i rim pa 'di/ /rang gi blo yis tha dad phye/ /sha yang rus pa'i dra ba las/ /shes rab mtshon gyis gung du phye/ /rus pa rnams kyang dbye byas nas/ /rkang gi bar du blta bya zhing / /'di la snying po ci,"pags pas btums pa 'di / /
rang gi blo yis gud du gyis / /
sha yang rus pa'i dra ba las / /
shes rab mtshon gyis dbye bar bya / /
rus pa'ang so sor dbye byas nas / /
rkang mar nang du bltas pa las / /
'di la snying po ci",43804,44013,28461,28680,209,219
poc/D2672 copy.txt,corpus/D231.txt,67.5,sems can thams cad bsgral ba dang / sems can thams cad sgrol ba dang / sems can thams cad dbu,"sems can thams cad bsgral ba dang /
sems can thams cad dgrol ba dang /
sems can thams cad du",129861,129954,63965,64057,93,92
