file_a,file_b,score,text_a,text_b,start_a,end_a,start_b,end_b
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.4,ags 'phags pa'i lam yan lag brgyad,ang /_'phags pa'i lam yan lag brgyad,10176,10210,761202,761238
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.2,gs 'phags pa'i lam yan lag brgyad,g /_'phags pa'i lam yan lag brgyad,10177,10210,474351,474385
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.2,ad rten cing 'brel bar 'byung ba l,a rten cing 'brel bar 'byung ba l,1559,1593,446638,446671
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.2,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel bar 'byung ba,6434,6467,277512,277547
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.2,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel bar 'byung ba,6434,6467,143758,143793
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/068_mdo_sde_ya.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,537172,537202
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/069_mdo_sde_ra.txt,29.999999999999993,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs rnams kyi chos sum cu rtsa bdun,2367,2426,1214083,1214136
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/069_mdo_sde_ra.txt,27.0,ang rten cing 'brel par 'byung ba,ang rten cing 'brel par 'byung ba,6434,6467,988844,988877
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/070_mdo_sde_la.txt,26.6,ang rten cing 'brel par 'byung ba'i,ang gis rten cing 'brel par 'byung ba'i,6434,6469,247537,247576
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/070_mdo_sde_la.txt,26.4,ams cad rten cing 'brel bar 'byung ba,ams las rten cing 'brel bar 'byung ba,1554,1591,408154,408191
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/070_mdo_sde_la.txt,26.2,ags 'phags pa'i lam yan lag brgyad,as 'phags pa'i lam yan lag brgyad,10176,10210,548578,548611
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/071_mdo_sde_sha.txt,29.599999999999998,am la/ phyi nang rten cing 'brel par 'byung ba'i lam,a ma yin pa dang /_rten cing 'brel par 'byung ba la m,6421,6473,1178650,1178703
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/071_mdo_sde_sha.txt,28.19999999999999,ng / mya ngan las 'das pa'i lam chos rnams rdzogs pas chos rnams,"ng mya ngan 
[\[44b.3\]]las 'das pa'i chos rnams thob par byed pa'i chos rnams",6159,6223,167520,167598
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/071_mdo_sde_sha.txt,26.4,rten cing 'brel par 'byung ba'i lam,rten cing 'brel par 'byung ba'i gtam,6438,6473,1027827,1027863
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/071_mdo_sde_sha.txt,26.4,rten cing 'brel par 'byung ba'i lam,rten cing 'brel par 'byung ba'i gtam,6438,6473,1021222,1021258
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/071_mdo_sde_sha.txt,26.0,rten cing 'brel par 'byung ba'i,"rten cing 
[\[95b\]]
[\[95b.1\]]'brel par 'byung ba'i",6438,6469,364213,364266
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/072_mdo_sde_sa.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,184011,184053
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/072_mdo_sde_sa.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,176820,176862
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/072_mdo_sde_sa.txt,29.0,ang rten cing 'brel par 'byung ba'i,ang /_rten cing 'brel par 'byung ba'i,6434,6469,665049,665086
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/072_mdo_sde_sa.txt,27.4,yi nang rten cing 'brel par 'byung ba,yis dang /_rten cing 'brel par 'byung ba,6430,6467,660280,660320
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/072_mdo_sde_sa.txt,26.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,a ste/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2363,2426,1038291,1038345
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/073_mdo_sde_ha.txt,49.2,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas byang chub kyi phyogs dang 'thun pa'i chos sum cu rtsa bdun,2362,2426,56447,56510
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/073_mdo_sde_ha.txt,28.4,ang rten cing 'brel par 'byung ba'i lam,ang rten cing 'brel par 'byung ba la m,6434,6473,276064,276102
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,26.6,i nang rten cing 'brel par 'byung ba,i nang nas rten cing 'brel par 'byung ba,6431,6467,549675,549715
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,26.59999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,ar byang chub kyi phyogs kyi chos sum cu rtsa bdun,2363,2426,376070,376120
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,26.399999999999995,ags 'phags pa'i lam yan lag brgyad ni/ rnam,"ang /_
[\[162a.3\]]'phags pa'i lam yan lag brgyad pa dang /_rnam",10176,10219,626385,626449
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,717459,717506
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,708264,708311
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,674392,674422
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/074_mdo_sde_a.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,295680,295710
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,28.4,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel par 'byung ba la m,6434,6473,1022463,1022503
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,28.4,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel par 'byung ba la m,6434,6473,1012814,1012854
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,28.4,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel par 'byung ba la m,6434,6473,538631,538671
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,26.0,hams cad rten cing 'brel bar 'byung ba l,has pa dang /_rten cing 'brel bar 'byung ba l,1553,1593,848441,848486
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,26.0,hams cad rten cing 'brel bar 'byung ba l,has pa dang /_rten cing 'brel bar 'byung ba l,1553,1593,821456,821501
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/075_mdo_sde_aM.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,436583,436613
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,33.2,byang chub kyi phyogs dang mthun pa'i chos,byang chub kyi phyogs dang 'thun pa'i chos,2367,2409,905367,905409
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,27.39999999999999,s/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,s byang chub kyi phyogs kyi chos sum cu rtsa bdun,2364,2426,453887,453936
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,27.2,ang rten cing 'brel par 'byung ba'i,ang rten cing 'brel par 'byung ba yi,6434,6469,332400,332436
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,27.0,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel par 'byung ba,6434,6467,905637,905672
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,26.59999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,a/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2363,2426,451986,452036
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/076_mdo_sde_AMH.txt,25.4,chen po/ /rten cing 'brel bar 'byung ba lng,chen po dang /_rten cing 'brel par 'byung ba dang,1658,1701,905628,905677
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/077_rgyud_'bum_ka.txt,26.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun lt,a byang chub kyi phyogs kyi chos sum cu rtsa bdun t,2363,2429,1039602,1039653
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/078_rgyud_'bum_kha.txt,25.2,s 'phags pa'i lam yan lag brgyad,so/_/'phags pa'i lam yan lag brgyad,10178,10210,342309,342344
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,31.79999999999999,as/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun ltar lam,"as byang 
[\[35b.3\]]chub kyi phyogs kyi chos sum cu rtsa bdun lha rnam",2363,2435,124296,124367
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,30.59999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun lta,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun lha,2362,2430,119992,120047
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,29.39999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,nas byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,276330,276381
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,29.2,shes rab kyi pha rol tu phyin ma la sogs,shes rab kyi pha rol tu phyin pa la sogs,4233,4273,609671,609711
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,27.199999999999992,a'i dran pa nye bar gzhag pa bzhi ni/ yul 'gags pas rang,a'o/_/dran pa nye bar gzhag pa bzhi dang /_yang dag par spang,5258,5314,287520,287581
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,26.799999999999994,ste/ sa chen dga' zhing rangs la mgu/ /de rnam pa drug tu g.yo/ /bdud gnas su,ste/_sa 'di dag dga' zhing mgu la rangs pas rnam pa drug tu g.yos nas bdud kyi gnas su,10261,10338,577078,577164
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,26.4,spyi dang rang gi mtshan nyid la tho,"spyi dang rang gi mtshan 
[\[228b.3\]]nyid la/_/'pho",8299,8335,850113,850165
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,26.0,rdzu 'phrul gyi rkang pa bzhi ni,rdzu 'phrul gyi rkang pa bzhi ni,2468,2500,674551,674583
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.4,en po/ /rten cing 'brel bar 'byung ba,en por rten cing 'brel par 'byung ba,1660,1697,681398,681434
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.4,ags 'phags pa'i lam yan lag brgyad,ang /_'phags pa'i lam yan lag brgyad,10176,10210,287714,287750
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.4,ags 'phags pa'i lam yan lag brgyad,ang /_'phags pa'i lam yan lag brgyad,10176,10210,121769,121805
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.0,rten cing 'brel par 'byung ba',rten cing 'brel par 'byung ba',6438,6468,681405,681435
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.0,i rdzu 'phrul gyi rkang pa bzhi,i rdzu 'phrul gyi rkang pa bzhi,2466,2497,279757,279788
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/079_rgyud_'bum_ga.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,282023,282053
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,29.2,shes rab kyi pha rol tu phyin ma la sogs,shes rab kyi pha rol tu phyin pa la sogs,4233,4273,671968,672008
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,28.4,mo shes rab kyi pha rol tu phyin ma la so,ma shes rab kyi pha rol tu phyin ma la gso,4230,4271,1199401,1199443
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,27.2,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin ma la,4230,4268,1177566,1177604
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,25.0,o/ /rten cing 'brel bar 'byung ba,"o/_/rten cing 
[\[328b.4\]]'brel bar 'byung ba",1664,1697,1243416,1243462
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,1238202,1238232
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/080_rgyud_'bum_nga.txt,25.0,shes rab kyi pha rol tu phyin ma,"shes rab 
[\[321b.2\]]kyi pha rol tu phyin ma",4233,4265,1215983,1216028
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/081_rgyud_'bum_ca.txt,26.2,hi bdag byin gyis brlab pa'i rim pa,he bdag byin gyis brlab pa'i rim pa,7892,7927,1089982,1090017
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/081_rgyud_'bum_ca.txt,26.2,ag byin gyis brlabs nas/ byang chub,ar byin gyis brlabs nas byang chub,2342,2377,573115,573149
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/081_rgyud_'bum_ca.txt,26.0,byang chub sems kyi dkyil 'khor,byang chub sems kyi dkyil 'khor,9068,9099,584315,584346
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/081_rgyud_'bum_ca.txt,25.99999999999999,zhugs nas skal ldan byang chub sems dpa' la gsang ba sgrogs pa m,zhugs nas/_/dpal ldan byang chub sems 'di gsungs/_/dngos po m,9473,9537,636690,636751
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,32.599999999999994,chos thams cad rten cing 'brel bar 'byung ba,chos thams cad ni rten cing 'brel par 'byung ba,1547,1591,474868,474915
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,31.6,s thams cad rten cing 'brel bar 'byung ba l,s thams cad kyi rten cing 'brel bar 'byung ba l,1550,1593,1148400,1148447
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,29.0,ng thugs mi zad pa rgyan gyi 'khor lo,ng /_thugs mi zad pa rgyan gyi 'khor lo,214,251,1225800,1225839
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,28.999999999999993,yi nang rten cing 'brel par 'byung ba'i lam gyis sprul sku rang bzhin,yin te/_rten cing 'brel par 'byung ba gang yin pa ni rang bzhin,6430,6499,474923,474986
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,28.399999999999977,bsam gtan sogs kyi ting nge 'dzin yum gyi mkha'/ a las yang dag par thim na khams gsum nam mkha' yum chen mo shes rab kyi pha rol tu phyin ma,bsam gtan gyi ting nge 'dzin la mnyam par bzhag pa'i sgo nas dbang skur bar byed do/_/shes rab kyi pha rol tu phyin pa,4124,4265,1048786,1048904
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,26.79999999999999,nas/ byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,n pa/_byang chub kyi phyogs kyi chos sum cu rtsa bdun,2362,2426,399515,399568
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,26.599999999999998,spyi dang rang gi mtshan nyid la thogs,spyi dang rang gi mtshan nyid las/_/chos,8299,8337,922737,922777
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,26.0,byang chub sems kyi dkyil 'khor,byang chub sems kyi dkyil 'khor,9068,9099,1110864,1110895
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,26.0,bdag byin gyis brlab pa'i rim pa,bdag byin gyis brlab pa'i rim pa,7895,7927,101856,101888
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,25.4,rten cing 'brel par 'byung ba/ gzhan,rten cing 'brel par 'byung ba gan,1467,1503,474931,474964
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,25.2,a' rten cing 'brel par 'byung ba,a'o/_/rten cing 'brel par 'byung ba,1464,1496,22856,22891
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/082_rgyud_'bum_cha.txt,25.0,o/ /rten cing 'brel bar 'byung ba,o/_/rten cing 'brel bar 'byung ba,1664,1697,654730,654763
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/083_rgyud_'bum_ja.txt,30.399999999999995,n mo shes rab kyi pha rol tu phyin ma la sogs kyi ph,n mo shes rab kyi pha rol tu phyin ma dang /_thabs kyi ph,4228,4280,1146467,1146524
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/083_rgyud_'bum_ja.txt,27.0,rten cing 'brel par 'byung ba'i l,rten cing 'brel par 'byung ba'i l,6438,6471,1265037,1265070
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/083_rgyud_'bum_ja.txt,27.0,rten cing 'brel par 'byung ba'i l,rten cing 'brel par 'byung ba'i l,6438,6471,909084,909117
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/084_rgyud_'bum_nya.txt,29.599999999999994,de bzhin gshegs pa'i sku lnga/ byang chub chen po'i,de bzhin gshegs pa'i rigs kyi byang chub chen po'i,4848,4899,459110,459160
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,36.80000000000001,las 'das pa'i lam la/ phyi nang rten cing 'brel par 'byung ba'i lam gyis,las 'das pa'i phyir dang /_rten cing 'brel par 'byung ba zab mo bsam gyis,6406,6478,703962,704035
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,30.8,yum chen mo shes rab kyi pha rol tu phyin ma,yum chen mo dang /_shes rab kyi pha rol tu phyin ma,4221,4265,313848,313899
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.8,bdag byin gyis brlabs nas/ byang chub,bdag nyid byin gyis brlabs nas byang chub,2340,2377,168117,168158
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.4,rten cing 'brel bar 'byung ba lo rgyu,rten cing 'brel bar 'byung ba'i rgyu,1562,1599,865297,865333
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.2,'i rdzu 'phrul gyi rkang pa bzhi ni,'o/_/rdzu 'phrul gyi rkang pa bzhi ni,2465,2500,265163,265200
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.0,rten cing 'brel par 'byung ba'i,rten cing 'brel par 'byung ba'i,6438,6469,930333,930364
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.0,rten cing 'brel par 'byung ba'i,rten cing 'brel par 'byung ba'i,6438,6469,928785,928816
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,26.0,'i grong khyer chos kyi dbyings,'i grong khyer chos kyi dbyings,10708,10739,45753,45784
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.799999999999994,a lnga de bzhin gshegs pa'i sku lnga/ byang chub chen po'i rt,an pas de bzhin gshegs pa thams cad kyi byang chub chen po'i t,4841,4902,454735,454797
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.199999999999992,de bzhin gshegs pa'i sku lnga/ byang chub chen po'i rt,de bzhin gshegs pa thams cad kyi byang chub chen po'i mt,4848,4902,754034,754090
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.0,shes rab kyi pha rol tu phyin ma,shes rab kyi pha rol tu phyin ma,4233,4265,561701,561733
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,268747,268777
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.0,dran pa nye bar gzhag pa bzhi ni,dran pa nye bar gzhag pa bzhi ni,5262,5294,262777,262809
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.0,shes rab kyi pha rol tu phyin ma,shes rab kyi pha rol tu phyin ma,4233,4265,198829,198861
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/086_rgyud_'bum_tha.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,58569,58599
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,29.99999999999997,s cad rten cing 'brel bar 'byung ba lo rgyus kyis tshad ma'o/ /kun gzhi rnam shes dag pa'i byang chub chen po/ /rten cing 'brel bar 'byung ba,s pas rten cing 'brel bar 'byung bar rnam par gzhag pas rnam par bzhag go/_/rten cing 'brel bar 'byung ba,1556,1697,166789,166894
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,27.39999999999999,al ldan byang chub sems dpa' la gsang ba sgrogs pa mth,a/_/blo ldan byang chub sems dpa' dang /_/sangs rgyas dam tsh,9485,9539,154489,154550
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,27.2,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin ma la,4230,4268,1122511,1122549
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,26.0,rten cing 'brel par 'byung ba'i,rten cing 'brel par 'byung ba'i,6438,6469,77717,77748
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,25.99999999999999,mo shes rab kyi pha rol tu phyin ma la sogs kyi pho brang du,ma shes rab kyi pha rol tu phyin ma bri bar bya ste/_skyil mo krung du,4230,4290,596785,596855
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,25.2,mo shes rab kyi pha rol tu phyin ma,ma shes rab kyi pha rol tu phyin ma,4230,4265,609047,609082
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/087_rgyud_'bum_da.txt,25.0,'phags pa'i lam yan lag brgyad,'phags pa'i lam yan lag brgyad,10180,10210,1016692,1016722
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,27.2,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin ma la,4230,4268,941373,941411
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,26.0,rten cing 'brel par 'byung ba'i,rten cing 'brel par 'byung ba'i,6438,6469,226969,227000
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,25.4,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin pa la,4230,4268,367682,367720
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,25.2,mo shes rab kyi pha rol tu phyin ma,mo shes rab kyi pha rol tu phyin pa,4230,4265,491231,491266
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,25.2,shes rab kyi pha rol tu phyin ma la,shes rab kyi pha rol tu phyin pa la,4233,4268,370194,370229
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/088_rgyud_'bum_na.txt,25.0,shes rab kyi pha rol tu phyin ma,"shes rab kyi pha rol tu phyin 
[\[137b.3\]]ma",4233,4265,542524,542569
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,27.599999999999998,nang rten cing 'brel par 'byung ba'i la,n yang rten cing 'brel bar 'byung ba'i ya,6433,6472,514436,514477
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,27.4,n mo shes rab kyi pha rol tu phyin ma la s,no/_/shes rab kyi pha rol tu phyin pa la s,4228,4270,734925,734967
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,27.2,mo shes rab kyi pha rol tu phyin ma la,ma shes rab kyi pha rol tu phyin ma la,4230,4268,58162,58200
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,27.0,ang rten cing 'brel par 'byung ba,ang /_rten cing 'brel par 'byung ba,6434,6467,62302,62337
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,26.599999999999998,ang rten cing 'brel par 'byung ba'i lam,ang /_rten cing 'brel bar 'byung ba la m,6434,6473,728664,728704
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,26.599999999999994,ags/ byang chub kyi yan lag bdun ni/ rtsa rin po che,"ang /_byang chub kyi yan lag 
[\[16b.6\]]bdun gyi rin po che",6630,6682,60675,60735
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,718093,718140
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,26.39999999999999,byang chub kyi phyogs dang mthun pa'i chos sum cu rtsa bdun,byang chub kyi phyogs kyi chos sum cu rtsa bdun,2367,2426,227917,227964
poc/rDo rje tshig rkang.txt,corpus/derge-kangyur/089_rgyud_'bum_pa.txt,25.599999999999994,shes rab kyi pha rol tu phyin ma la sogs kyi ph,shes rab kyi pha rol tu phyin pa dang /_thabs kyi ph,4233,4280,68851,68903
